L_accx_1,L_accy_1,L_accz_1,L_accx_2,L_accy_2,L_accz_2,L_accx_3,L_accy_3,L_accz_3,L_accx_4,L_accy_4,L_accz_4,L_accx_5,L_accy_5,L_accz_5,R_accx_1,R_accy_1,R_accz_1,R_accx_2,R_accy_2,R_accz_2,R_accx_3,R_accy_3,R_accz_3,R_accx_4,R_accy_4,R_accz_4,R_accx_5,R_accy_5,R_accz_5,Label
-7805,12719,-1580,-513,2310,7075,-671,1040,3749,-447,356,2201,-246,-53,1882,-8774,12284,-7378,-9852,-6,2306,-2163,477,825,390,-298,167,292,-636,-133,0
-7408,14190,-2708,-314,1341,3715,-188,260,1885,-242,8,1819,-246,-25,1927,2477,-727,-2074,265,-413,-121,147,-281,-102,178,-195,-73,-206,-254,39,0
-178,777,2337,814,704,1724,717,609,1725,826,592,1686,904,169,1569,-2193,-4087,1851,181,359,-82,1921,865,17,20,159,-58,-45,201,-85,0
6821,-14856,-9637,1854,-4006,883,1483,-2982,1365,1082,-2246,1457,501,-1112,1820,5758,-6541,-4860,-24,-668,628,-168,76,36,11,155,-95,-306,264,21,0
1056,-4700,3444,349,-703,2130,676,-149,1838,340,-567,1657,168,-173,1772,1369,-274,2312,-316,-703,1464,-289,-247,348,-56,239,-26,-81,289,-77,0
-4883,-3497,1981,165,-1020,3964,82,-90,2377,-255,-313,1881,-85,123,1868,2731,21,1588,-1137,-1368,2201,254,22,257,-77,283,-36,-144,387,-97,0
-484,-5852,3524,746,-722,4137,466,-21,2133,341,47,1809,277,233,1738,3961,-1220,1282,197,-973,1422,-453,41,244,-252,401,-79,-234,411,-86,0
-2635,1539,1652,-192,-1041,6339,114,-265,2647,-157,-140,1881,-24,166,1806,8200,-11624,-6719,5054,-1779,2989,239,-903,984,-273,227,179,-260,504,-104,0
8145,-9930,-1347,2114,173,5958,479,-457,2626,-17,-430,1864,70,97,1758,7438,-9165,-6123,642,-465,764,-309,427,-65,-381,332,-124,-237,611,-80,0
2543,-8540,-604,1124,-2009,4629,594,-366,2321,261,-316,1864,123,43,1890,8620,-10325,-6358,-108,-888,1312,-185,450,-38,-412,453,-69,-351,561,-76,0
-1704,88,1181,739,-591,6003,170,-1245,3248,125,-338,2151,-4,-10,1953,6391,-7078,-5159,166,-487,596,-295,384,-25,-324,375,-8,-266,450,-75,0
-2601,-689,1464,-2080,-759,1567,-2411,-632,1469,-2506,-524,1389,-2083,636,1360,1679,969,1945,151,18,154,-254,-101,-56,-97,-89,-6,-40,-147,-65,0
-5873,7032,-1331,-1432,3674,2388,-1283,2506,1536,-1052,2241,1501,-836,1841,1592,-4586,6423,-4237,-434,278,468,-43,-210,-57,137,-186,-29,297,-377,-34,0
-10268,9652,-1669,-2269,598,6020,-903,463,2967,-564,119,2033,-406,-135,1783,-4977,3864,-2726,298,1971,2618,58,181,415,230,-330,61,347,-439,-21,0
852,33,899,-886,1532,5373,-425,348,2996,-189,367,2169,-123,-8,1858,-4661,5560,-4637,-357,236,586,329,-434,-41,293,-426,-58,647,-521,-44,0
-10702,12632,-3426,-820,1022,2532,-462,397,1816,-452,44,1745,-283,-87,1729,-7590,10494,-5527,-243,650,1004,341,-449,-63,410,-516,-80,213,-531,-77,0
-2937,1824,814,-46,1758,6536,-415,732,3524,-184,192,2161,-108,-124,1840,-5822,7744,-5746,-805,382,710,265,-482,-132,269,-417,-57,502,-634,-117,0
253,122,1951,155,140,1992,71,79,2014,134,73,1939,182,23,1970,-3817,3962,-2574,-236,-70,412,251,-363,-36,258,-380,-66,298,-357,-24,0
240,5378,6746,1539,1448,1613,759,1025,1792,823,871,1601,1071,423,1560,-1268,-102,771,-588,-380,335,447,359,-62,97,184,-27,160,434,-95,0
5248,-10846,-434,4105,-5979,2734,2664,-3209,1431,2210,-2786,1094,1732,-2060,1391,5124,-11776,-5972,-623,-463,896,121,308,-12,-310,417,-17,-47,428,-56,0
1060,-6097,2091,1330,-1612,4224,814,-1147,2249,627,-704,1778,510,-326,1736,1984,-2040,1828,-69,-256,412,-243,310,-26,-163,293,-114,-273,402,-43,0
771,-3949,2052,1064,205,4565,304,-324,2461,256,-119,1972,88,-1,1730,3396,-1831,-2896,-3,-1077,3674,227,-285,581,-242,343,69,-291,394,-33,0
1512,-4171,2081,1106,108,4241,460,-111,2420,278,-164,1896,251,159,1735,3713,-46,2112,34,-1297,2036,-382,12,314,-290,481,-28,-317,557,-70,0
1246,-4746,3343,773,-796,4485,429,-167,2382,233,-51,1841,229,114,1773,6049,-1714,871,-1834,-2154,2572,-156,72,273,-345,438,37,-159,528,-123,0
12428,-7118,-505,1697,-4999,5452,863,-1335,3914,299,-336,2155,83,-37,1848,2770,1777,1956,-1600,-1752,3237,-88,77,263,-309,444,18,-453,580,-24,0
924,186,4781,434,-51,2603,245,-19,1936,308,209,1841,116,150,1788,5224,-601,1085,-32,22,233,-388,476,-44,-422,414,-86,-194,533,-91,0
964,-2140,4466,-831,-1351,1670,-758,-1208,1691,-534,-1021,1759,-724,-733,1785,-965,-1140,560,-273,-260,-16,-343,-205,-32,23,-27,-71,273,-149,0,0
-5815,4829,2166,-3453,2217,1103,-2834,2253,1070,-2558,2023,1172,-1668,1043,1494,-5055,5393,-2064,-95,-55,820,-78,-70,-14,-12,-82,-34,35,-254,0,0
992,2173,1790,-681,884,2664,-636,712,1850,-468,540,1706,-301,312,1747,-4598,6507,-3322,-5699,-523,536,1318,1134,1850,-3,-59,99,197,-289,-29,0
-238,121,1967,-202,-16,1905,-199,61,1897,-203,120,1960,-35,-3,1937,-6387,2098,96,1075,1766,2170,18,-26,201,129,-326,14,193,-434,-130,0
988,277,861,-1122,-293,6011,-484,175,3090,-190,22,2078,-8,-221,1849,-6119,9244,-5018,526,682,1305,150,-390,2,352,-408,-45,205,-494,-84,0
1457,2018,1752,-707,1219,5544,-291,214,3062,-103,251,2125,6,-60,1874,-3763,342,1731,627,1290,2675,86,103,438,287,-336,99,35,-567,-101,0
735,2561,2054,-833,-189,4915,-320,254,2921,-155,224,2045,-14,-273,1827,-4079,2101,-1771,454,2123,3590,-172,223,572,106,-401,37,82,-499,-69,0
-7400,3332,-1262,-1793,-746,6510,-625,691,3239,-161,76,2071,3,-321,1916,-3823,1636,394,1398,1753,2751,-194,141,207,282,-446,-9,180,-532,-92,0
-927,3202,4388,-172,-9,2290,-48,-60,1919,-22,201,1858,46,-354,1806,-3596,2872,3179,208,-435,-34,128,-398,-64,153,-331,-59,738,-63,159,0
7719,6267,4094,1961,2251,1629,2006,1987,1390,1828,1898,1441,1319,1189,1445,-1496,670,1388,1382,584,-276,205,103,24,45,142,11,-69,234,-3,0
3090,-6722,835,2766,-2500,1464,2366,-1924,1359,2163,-1787,1419,1652,-1466,1505,1519,-1363,-1020,-169,-338,900,-8,211,-35,-178,321,-23,-56,288,-47,0
68,-2775,955,880,-393,2891,686,-184,1924,546,-47,1774,286,-12,1794,5733,-1612,-568,-984,-908,1474,131,80,190,148,339,-67,-258,427,-64,0
2558,-2570,3724,1223,20,4113,636,126,2355,540,-70,1904,229,198,1777,6636,-2791,231,-472,-1572,1769,-35,36,260,-130,464,-27,-117,501,-81,0
2939,-3733,3422,882,-179,4434,454,-32,2464,247,-31,1895,66,152,1761,8623,-13948,-8316,857,-2769,3443,540,-485,687,-10,228,85,-93,452,-92,0
10758,-2196,-103,1243,-2693,7132,1011,-830,3830,291,-368,2176,28,29,1850,5392,-4771,-1733,-228,-2198,2191,63,-218,305,-193,305,53,-135,443,-68,0
900,-231,4673,337,-208,2455,118,-117,1938,27,102,1854,-17,18,1862,4721,-2134,1205,352,-869,1140,-81,132,196,-48,401,-43,-282,568,-44,0
3066,-3011,4179,949,77,3522,355,389,2216,301,149,1905,168,258,1792,2435,-590,-1734,74,-113,387,-226,427,-50,-255,396,-25,-117,576,-51,0
-985,-2833,-547,160,-897,2540,-32,-742,1938,-80,-435,1878,-97,-318,1843,-160,310,1831,212,-4,12,-68,235,0,-5324,931,-6233,-325,416,145,0
-4028,-2164,1202,-3472,-1868,867,-3008,-1462,1112,-2664,-1261,1267,-1299,-964,2039,-44,-495,1060,-37,10,87,-285,-69,-28,-234,-39,-43,-247,-268,7,0
-4241,4006,364,-2551,1977,1601,-2083,1468,1421,-1906,1226,1520,-1142,752,1558,252,2620,-1594,-77,141,459,-143,-80,-20,-26,-97,-19,12,-313,-42,0
1791,913,593,-527,580,2300,-391,723,1881,-190,567,1732,-146,484,1932,-1659,2554,-2762,-1103,892,2685,405,440,822,71,-69,164,112,-339,-61,0
-1813,618,331,-792,-746,4848,-477,162,2864,-214,221,2010,128,-146,1957,-2890,259,-154,1241,994,2276,22,-7,351,81,-213,56,68,-392,-83,0
1739,764,1064,-780,218,4795,-165,92,2796,-189,180,2118,87,-163,1777,-5575,1752,1011,125,37,375,297,-386,-13,217,-449,-49,114,-544,-39,0
-10556,734,611,-2121,2817,5556,-276,-146,3142,-145,-176,2144,96,-261,1786,-5514,1777,2128,-14,55,386,208,-345,-4,360,-426,-22,98,-512,-84,0
-3421,4466,4281,-692,-251,4464,-193,-143,2378,19,-276,1844,64,-110,1839,-5603,1883,1928,1767,1775,2510,-13,-118,261,-11,-444,-49,133,-530,-138,0
-8981,-371,1916,-945,1458,5749,-556,102,3392,-287,180,2129,179,-254,1789,-4223,7169,-6174,1423,2302,2937,-8,324,373,223,-362,48,7,-555,-60,0
-2990,3797,1220,-745,-501,5550,-322,187,2487,-34,-41,1912,89,-155,1866,-5168,3740,-310,-177,2027,2261,127,95,379,208,-487,12,110,-451,-75,0
-2342,179,-1602,-1415,-1807,6464,-407,372,2526,-109,179,1943,-12,116,1833,-2044,6093,2965,30,77,144,113,-307,-10,-25,-203,-54,439,-554,227,0
970,3955,2447,2104,2868,1187,2127,2734,1160,1807,2428,1185,1296,1495,1468,721,873,716,187,32,45,240,84,0,279,77,-20,34,121,-21,0
14705,-2285,-2904,3447,-1130,1537,2839,-1210,1336,2471,-1056,1409,1934,-869,1574,4726,-7199,-3394,-228,-295,538,3605,17359,-1914,-10,210,-33,-1,227,-29,0
4383,-875,237,1411,-696,2768,762,-276,1768,508,-107,1689,348,-117,1804,5225,-11062,-4281,84,-1063,1095,10,296,-62,-97,349,-45,-122,462,-31,0
11882,1146,1166,3155,-3502,4005,779,-144,3475,319,198,2177,119,106,1825,7457,-12516,-7838,-795,-2712,2402,171,-282,354,-298,366,65,24,461,-76,0
12409,2000,-231,1067,-532,3623,95,-219,1972,-134,-75,1855,-154,-113,1927,5427,-8645,-4199,-2148,-2655,3522,311,-290,451,-393,356,112,-200,440,-87,0
14871,1024,-1012,2904,1271,6801,1230,-33,3367,393,128,2088,192,-14,1919,7700,-9933,-7903,-2634,-4003,3858,482,-319,427,-230,368,108,18,544,-150,0
7442,1737,2062,2377,-4314,6718,768,-390,3471,208,-194,2095,-4,16,1825,4801,-5547,-3688,-662,-2191,2106,-100,-146,195,-198,408,22,-53,502,-41,0
12627,2137,531,3968,-3264,5798,801,-160,3822,273,93,2275,-204,364,1908,3671,-5430,-4692,-1083,-2194,3366,215,-279,573,31,329,74,-52,576,-80,0
5593,1338,1442,1853,-2473,7358,740,-467,3438,83,-182,2015,-23,-34,1873,4280,-13147,-7912,-2998,-2663,3767,372,-203,279,-174,340,53,-123,549,-50,0
852,-5106,4631,83,-804,1892,122,-495,1900,113,-400,1774,-319,-990,1608,-464,-787,386,-378,-293,-92,-138,-12,53,-297,-86,-38,-120,-236,-14,0
-9987,-2242,-3534,-4496,-755,1333,-3869,-489,1098,-3253,-586,1249,-2653,-226,1470,-5788,8901,-4735,-604,194,878,51,-205,-16,28,-179,-16,-148,-198,-68,0
-8524,-1393,-1552,-2123,-632,4669,-940,-519,2772,-1323,230,2128,-672,69,1781,-7386,11508,-7014,830,3087,2380,-149,312,329,-24,-242,24,85,-418,-63,0
-5655,995,15,-1161,-1945,5683,-816,94,2512,-457,0,1893,-174,6,1886,-7560,2100,1177,-944,1065,1583,179,-43,284,-20,-412,-44,274,-398,-36,0
-3804,2628,3375,-1383,-412,5208,-768,40,2551,-456,38,1904,-104,-178,1830,-5541,13987,-5438,1424,1086,1757,-117,-388,-64,310,-511,0,130,-532,-68,0
-14787,-2932,-1770,-3188,264,7650,-760,-277,3495,-457,61,2208,53,-64,1826,-4281,2374,702,2572,1419,2755,-141,56,375,-72,-364,19,19,-544,-40,0
-3391,-1559,712,-1007,-543,5170,-338,69,2542,-122,117,2012,49,35,1854,-2696,1810,1081,1523,1645,3247,464,-156,723,76,-362,119,90,-505,-97,0
-2367,2331,6608,-647,331,3860,-32,50,2244,187,-95,1939,121,-37,1938,-4283,9130,-6217,-886,1876,4376,-816,500,782,259,-313,159,-103,-485,-148,0
-5043,3752,4001,-284,256,2276,-44,161,1857,40,-3,1855,170,99,1812,-1824,6036,-1970,-543,267,507,-46,-287,-75,61,-394,-34,174,-292,-37,0
2242,6501,2499,1150,3548,1299,1042,3135,1276,1324,3096,1086,588,1721,1502,-3261,-232,766,523,186,-37,350,106,12,224,58,-14,185,314,-48,0
9405,767,-542,3856,-145,1782,2880,38,1401,2585,10,1303,2046,-61,1404,5367,-12357,-6343,-314,-925,1395,55,236,-8,-186,288,30,54,307,-68,0
11236,3810,-309,3101,143,4982,1869,-218,3129,978,-3,1998,494,73,1681,2144,-4354,2008,-233,-37,223,-209,434,-16,-138,351,-14,24,464,-48,0
8619,3938,1001,3206,-2073,3254,114,867,4281,340,-29,2276,21,44,1806,4899,-11499,-5397,-1415,-590,1642,-30,359,-16,-307,414,-28,-313,461,-2,0
11292,5773,893,621,392,3471,284,10,1798,60,120,1677,39,32,1737,4039,-4281,224,116,-80,330,-201,393,-15,-172,410,-54,-189,574,-1,0
2874,-2801,3765,718,379,4775,582,-294,2667,315,-334,1959,-75,-53,1899,2324,-6792,-4202,233,-404,795,-107,419,-14,-324,462,-28,-245,543,-32,0
3311,1087,107,1273,-373,5353,555,-8,3071,217,-76,2028,19,-35,1813,3649,-530,939,-1389,-1085,3447,-111,62,356,-153,391,34,-156,548,-35,0
11166,5765,493,2715,-644,5114,256,426,4052,152,78,2363,-163,199,1832,523,-2455,-2664,-182,-291,807,-158,424,-24,-209,456,-46,-41,580,-80,0
2049,-1841,1488,109,0,2875,-175,222,1939,-194,224,1852,-236,172,1817,1088,-587,-1431,-132,239,238,-138,416,-55,-129,381,-64,-117,467,-26,0
-5387,-10516,-227,-185,-3478,1182,-296,-2994,1192,-250,-2511,1363,-176,-1624,2016,-1047,-47,978,-59,-25,64,-228,-127,-27,30,-80,-5,-109,-294,-9,0
-5716,2788,2225,-3524,-788,3051,-2795,-514,1741,-2538,-464,1563,-2031,-212,1493,-3366,7949,-5451,696,363,933,-55,-205,-18,231,-335,41,-86,-378,-30,0
-6633,-3961,-487,-2183,68,6143,-1514,-285,3184,-922,-110,1970,-453,-167,1789,-1596,8529,-3898,-3563,1216,2531,1685,170,1421,-128,-59,173,-2,-448,-68,0
-7990,-5652,-2000,-193,-1839,6252,-450,-395,2350,-278,-145,1822,-35,-222,1739,-3595,7690,-5979,1168,2624,2881,143,321,605,189,-256,84,59,-478,-46,0
-2693,-868,6618,-807,-204,3751,4611,16568,8994,-108,-97,1818,32,-90,1808,-4096,9150,-6742,674,91,688,-36,-349,-9,373,-533,-46,-11,-542,-106,0
-3879,821,3899,-840,-121,3560,-214,-8,2174,-223,107,1854,56,58,1868,-4576,12319,-5889,970,489,1453,101,-417,-10,283,-486,-26,97,-456,-64,0
-2056,-456,5248,-143,-437,3603,-268,66,2309,-87,-29,1914,215,-57,1811,-5492,2029,-89,1203,851,1937,135,-183,298,-95,-407,-3,105,-498,-64,0
-3546,536,5791,-609,-209,4085,-11,-275,2278,111,-227,1921,292,-216,1821,-3974,9882,-5494,-4442,1836,-1338,1592,1033,2376,389,-151,308,95,-570,-37,0
-1383,10023,344,-537,3116,1274,-499,2437,1478,-541,2008,1560,-59,1546,1442,1212,-533,544,186,315,24,271,103,-26,37,53,39,92,172,7,0
8999,3732,-2627,3626,1633,2109,2844,1299,1368,2373,1106,1382,1785,937,1522,2685,-1127,1737,-137,-121,405,0,270,-45,-151,321,-8,43,376,-36,0
5089,-901,3447,1162,400,2610,717,272,1852,357,236,1786,297,124,1868,3325,-2388,1828,-426,-857,1876,-194,-121,355,81,273,-21,74,380,-77,0
3534,-941,2408,606,862,4679,557,126,2547,425,127,1980,14,6,1778,3168,-2297,1906,-93,112,194,-298,458,23,-137,493,-21,-68,534,-36,0
3244,1404,-178,348,225,3124,-74,146,1871,-97,118,1797,-203,48,1805,1931,-1057,85,6,-144,441,-141,465,-36,-163,460,-12,9,493,-91,0
-1148,-420,610,2777,-1347,5993,592,50,3174,-200,247,2114,144,-35,1749,2782,-6682,-5611,-1536,-1792,1901,-332,135,286,95,403,-52,82,463,-73,0
6375,3379,-694,894,1299,5295,264,734,2737,35,394,1937,-91,197,1762,2721,-1344,-508,-348,-69,543,-137,397,30,-185,512,-51,-26,545,-41,0
1979,-917,5091,1113,-395,5081,533,148,2609,279,3,1953,102,14,1839,3244,-2110,187,-68,-133,455,-149,508,-65,-9,451,-66,4,604,-66,0
1406,1352,1141,405,441,2808,-231,271,1887,-256,243,1783,-323,91,1815,1552,-418,2737,-151,66,273,1,314,-55,-127,378,5,75,380,-59,0
-1035,-11735,1195,493,-4179,1256,182,-3807,1046,188,-3497,1109,49,-2534,1318,-820,994,621,-700,-16,0,-207,-118,5,-206,-97,-58,-380,-261,-32,0
-5568,-712,2266,-3640,-1232,2691,-2621,-1013,1633,-2269,-946,1441,-1419,-625,1678,-735,1053,625,-511,762,2172,336,275,712,-126,-131,91,-27,-301,-58,0
-6359,-1432,4049,-1124,-923,4120,-778,-464,2326,-468,-345,1856,-170,-220,1769,-3356,2717,1986,302,11,490,71,-350,7,178,-441,-7,-39,-533,-37,0
-5023,-348,3995,-60,-935,4680,-346,-180,2550,-265,-99,1948,53,-8,1813,-2170,2745,2378,215,-142,277,138,-426,-4,155,-461,-48,-4,-557,-1,0
-4345,585,6120,-326,-428,3851,-31,-175,2204,-6,-109,1823,34,36,1763,-5775,4217,131,-168,-31,169,181,-536,-13,149,-515,-32,-35,-597,-42,0
-4817,-1191,5075,-99,-1170,4139,-76,-138,2365,-277,-48,2015,233,-33,1827,-3529,13896,-5605,-672,1048,725,-130,-408,-63,24,-509,-77,154,-629,12,0
-3615,-1948,3975,-518,-1023,4067,-418,-363,2292,-306,-208,1865,82,-162,1813,-2815,863,-1123,-95,243,555,91,-468,-11,199,-578,-49,-5,-585,-52,0
-5707,-5950,-1356,-87,-1728,6149,-635,-561,3119,-54,-303,2044,78,-175,1844,-2126,4143,815,2079,1183,2538,193,48,336,38,-467,25,-25,-470,-72,0
-3387,838,838,-805,-1190,6693,-409,-396,2822,77,-82,1893,197,27,1833,-4758,2301,1518,-974,1279,1230,281,-166,243,98,-422,32,35,-580,-31,0
-4080,-6,6428,-1264,1033,1714,-1082,739,1657,-919,673,1676,132,-344,2182,-899,1867,945,-4,78,252,408,97,-26,261,105,-23,158,146,-42,0
5938,7073,-2840,3400,3314,1748,2420,2506,1176,2031,2210,1266,1598,1780,1418,1283,-12878,-5862,18,-623,642,113,242,-41,-4,245,16,4,401,-42,0
8147,9748,-1929,1203,1157,3208,864,610,1767,670,456,1698,476,375,1804,4259,-3255,1562,-191,-142,428,-9,327,-25,-112,397,-49,-32,472,-41,0
4552,6455,-429,30,568,2905,197,163,1958,-101,159,1813,-16,36,1904,4432,-3936,1303,-50,-95,300,-129,438,6,-49,411,-47,-137,579,-24,0
7437,9472,-2617,641,733,2821,188,207,1823,16,155,1743,-38,29,1811,3270,-2731,1024,-293,-98,502,-88,417,-27,-183,534,-66,-99,499,-19,0
4643,1056,2913,-97,1568,5409,342,499,2690,182,321,1983,-77,210,1824,600,-14402,-7105,409,-2242,2996,-268,-330,706,-108,333,120,146,491,-67,0
6577,2363,4320,1578,1087,4810,51,492,2353,177,249,1834,-66,217,1702,2700,-7842,-5954,145,-2389,3714,-207,-270,895,-93,278,143,17,495,-56,0
1405,8748,1072,5840,213,6690,1211,649,4083,204,101,2181,-177,-20,1745,1893,-14741,-7398,1931,-3375,2783,-51,-613,670,-51,335,91,95,512,-64,0
3547,9736,184,658,656,3756,-269,-3,1888,-111,4,1868,-315,-78,1845,2782,-9451,-4555,-926,-599,1590,-47,447,-8,-114,571,-25,-28,482,-45,0
5654,-7554,4214,2153,-2677,1228,1770,-2166,1345,1558,-2033,1383,852,-1626,1547,351,-403,999,-659,-46,-117,-374,-27,-21,-129,-69,-7,0,-147,-2,0
-4155,-4148,1910,-2732,-3622,2229,-2110,-2942,1420,-1970,-2570,1210,-1267,-1837,1521,-3329,6716,-1347,152,262,469,-108,-218,-25,98,-290,-10,-17,-396,-23,0
-5728,-5595,3105,207,-2889,4499,-616,-1041,2292,-744,-979,1985,-244,-634,1707,-1539,6830,-4024,200,200,510,19,-379,-17,93,-408,-25,-36,-491,-74,0
-4657,-1679,2038,-32,-1035,4391,-558,-307,2360,-448,-235,1928,-41,-54,1868,-2082,3311,339,140,30,460,113,-425,-14,109,-505,-18,87,-570,-21,0
-4784,-10520,-3633,-154,-782,2794,197,-376,1835,12,-296,1702,122,-98,1809,-2104,4351,2065,270,-40,430,94,-395,0,211,-446,-15,73,-548,-33,0
-2907,-9248,-1344,-170,-276,2476,-149,-204,1885,-39,-83,1760,-67,62,1819,-4517,14963,-7034,366,984,1556,-51,-416,-28,122,-539,-60,-13,-658,-41,0
-5084,-1851,3053,620,-1155,4615,70,-183,2384,-140,-219,2029,151,94,1786,-2290,5485,60,1057,1247,1773,176,-61,341,-64,-351,37,-114,-459,-88,0
-2322,-2651,6913,-443,-808,3236,4,-343,2071,-35,-211,1816,161,-40,1783,-3375,2973,1473,325,723,1344,96,-266,225,-73,-466,-34,-81,-536,-57,0
-5023,-2598,6014,-289,-572,3802,120,-199,2365,19,-104,1951,278,20,1862,-377,5007,-2519,93,336,523,104,-462,-27,54,-511,-29,32,-425,-55,0
-9505,7580,129,-2567,2688,1208,-1972,2189,1290,-1724,1862,1532,-222,1147,1844,-290,1098,1155,363,-38,-88,352,7,-40,215,23,-34,145,143,-36,0
3624,4186,-387,2327,2594,2060,1620,2243,1544,1476,1907,1460,1296,1624,1580,1427,-10476,-2882,179,-1402,797,103,211,-20,13,248,-13,155,299,-73,0
4123,2888,3342,782,1663,4314,300,850,2263,441,686,1817,42,422,1724,2772,-14404,-6791,-335,-727,1175,68,321,-32,-25,416,-30,54,359,-44,0
2331,1993,1087,1,1049,5424,32,463,2846,57,246,2048,-37,-38,1945,1007,-4714,-3485,215,-132,326,-155,438,21,-138,465,-43,-59,466,-17,0
1654,2904,5530,364,780,3656,-101,67,2172,15,205,1953,-114,-42,1783,5249,-2557,162,118,55,147,-94,415,-39,-71,399,-46,-90,474,-12,0
2866,10264,-1775,-1453,2004,6569,600,878,3076,-146,242,2003,25,24,1838,470,-12057,-4895,-1112,-640,1546,55,410,-41,-121,496,-31,2638,1397,-9658,0
2017,11412,-393,420,1073,5802,303,620,3221,179,274,2087,-71,61,1754,4485,-4133,1487,-289,15,418,-74,466,0,-235,500,72,33,572,-47,0
657,12457,582,1032,1173,3871,-301,117,1835,-353,43,1762,-320,-74,1790,5324,-3862,1235,-24,54,290,-84,478,-36,-63,475,-35,5,525,-30,0
2850,2051,703,-738,1039,6098,313,388,2887,177,121,1999,-8,-9,1824,2258,363,770,-412,-33,743,-75,320,10,62,358,-69,-205,516,9,0
6634,-5887,3278,2711,-1959,1320,2350,-1685,1357,1916,-1309,1496,1120,-1571,1459,2121,-1372,1127,-354,34,-30,-238,-31,16,-149,-25,-17,-10,-136,-1,0
-5802,-3879,900,-1542,-3115,1755,-1251,-2566,1466,-807,-2223,1515,-798,-1788,1543,-1932,3574,-1231,430,242,538,-35,-151,16,-28,-216,-16,-30,-303,-21,0
-4831,-3780,1833,-372,-1142,2645,-185,-735,1812,92,-561,1696,-2,-379,1714,-2578,13890,-4667,1050,704,1360,-166,-250,-25,103,-396,-23,-111,-370,-54,0
2,-10347,-609,-1346,-1945,6862,-500,-1109,3605,-99,-482,2012,-1,-145,1813,-1890,7808,-5742,-261,506,607,153,-509,-1,123,-483,-46,-7,-427,-31,0
50,-11085,190,-1183,-1763,6348,77,-347,3255,-50,-185,2163,60,73,1809,-1663,7668,-4425,140,235,635,103,-466,-6,80,-522,-21,24,-534,0,0
-2996,-3320,3833,703,-263,4293,167,-238,2383,36,-208,1909,230,151,1736,-3980,2658,1577,1524,1245,2584,267,-175,401,-29,-423,48,72,-510,-53,0
-2951,-3100,2856,1587,-500,5590,11,-546,2750,5,-228,1960,148,51,1789,-3198,6099,1696,1575,946,2317,12,-24,275,-104,-309,-16,-87,-497,-75,0
-4338,-3813,3106,-882,-1062,4156,229,-131,2235,-49,-131,1879,52,-12,1723,727,4876,-4744,2561,1392,3893,166,158,605,36,-413,23,-32,-510,-100,0
2548,-10194,872,-1952,-2007,6713,-465,-735,3437,-134,-58,2089,187,250,1846,-1542,3159,2206,302,-177,380,-59,-502,-61,-57,-431,-80,-42,-530,-49,0
-5553,155,5292,-2688,308,1575,-1608,-64,1678,-1965,80,1454,-1123,238,1628,-1649,-718,1000,-347,-234,334,186,80,24,572,126,-689,121,206,-52,0
628,6768,646,466,5399,3564,604,4421,1527,226,3595,1234,244,2656,1338,1581,-4168,-1357,-591,151,541,62,181,4,49,269,-31,147,299,-41,0
-576,13628,-957,52,1622,2964,129,1045,1829,-127,668,1681,-64,563,1678,955,-3031,2447,-224,207,196,-36,376,-9,-68,413,-7,104,396,-35,0
2010,3558,3366,-437,862,4202,-368,479,2394,-28,480,1878,-200,-37,1711,1120,-5304,257,-565,70,439,-58,412,-2,-133,534,-8,37,477,-22,0
2387,3917,4134,-394,776,4366,-116,179,2428,61,130,1956,-125,-128,1835,-120,-12896,-5352,4992,-4454,579,-288,-1278,1414,48,249,153,69,493,-64,0
3604,3858,3884,203,1048,5104,-323,142,2434,-138,40,1878,24,60,1785,1088,-15171,-7015,-1091,-309,1673,-147,524,42,-10,494,-34,183,488,-80,0
2700,1588,2180,-76,792,5251,245,512,3015,-21,187,2086,-95,-50,1789,554,-12310,-5400,-843,-157,1416,43,401,13,7,574,-63,53,482,-61,0
-1409,5788,158,-78,640,3356,-168,3,1851,-277,-157,1756,-233,-200,1768,262,-10442,-4331,-1080,-149,1533,35,400,1,9,489,-35,102,548,-35,0
-3115,11345,755,948,2332,4656,-199,582,4118,-344,128,2288,-306,-122,1772,1828,-8346,-3978,-606,-36,1398,11,333,8,46,396,-69,48,483,-37,0
8871,-4698,2773,3682,-1053,1289,3223,-1076,1163,2989,-1223,1156,2000,-669,1527,-1054,114,1330,-562,-3,-1,-152,-31,33,-283,-24,-39,-226,-80,-41,0
-3548,-5913,2184,1249,-3367,3590,-414,-3663,1555,-178,-2987,1283,-13,-2246,1493,355,11908,-5219,949,309,1101,-150,-177,10,14,-297,-22,-27,-400,18,0
390,-4871,5941,-144,-2247,4003,121,-1182,2150,156,-880,1780,126,-647,1775,-1092,5769,490,1275,1485,2456,380,87,519,-3,-264,100,-61,-528,-30,0
-2062,-5077,3704,-84,-1299,4272,-76,-533,2291,52,-270,1919,-13,-113,1818,-4399,2098,749,2961,871,2865,169,-26,458,-31,-355,52,-33,-487,-56,0
4597,-12859,129,-1776,-3769,5716,99,-539,3342,-31,-333,2200,-6,59,1806,-4308,2755,447,2462,764,2955,36,-1,368,-128,-376,-12,21,-530,-33,0
159,-2154,6350,516,-532,3664,259,-159,2156,223,-64,1822,95,-8,1790,-4460,3692,-1711,1486,489,2002,-21,-133,287,-283,-376,-45,29,-489,-24,0
